year,title,performer,weeks_on_chart
1979,Dim All The Lights,Donna Summer,19
1979,Get Used To It,Roger Voudouris,19
1979,Good Times,Chic,19
1979,He's The Greatest Dancer,Sister Sledge,19
1979,Heaven Knows,Donna Summer With Brooklyn Dreams,19
1979,I Want You To Want Me,Cheap Trick,19
1979,I Want Your Love,Chic,19
1979,If You Remember Me,Chris Thompson & Night,19
1979,Love You Inside Out,Bee Gees,19
1979,Please Don't Go,KC And The Sunshine Band,19
1979,Renegade,Styx,19
1979,Shake Your Groove Thing,Peaches & Herb,19
1979,Take Me Home,Cher,19
1979,We Are Family,Sister Sledge,19
1979,Ain't No Stoppin' Us Now,McFadden & Whitehead,18
1979,Disco Nights (Rock-Freak),G.Q.,18
1979,Gold,John Stewart,18
1979,I Got My Mind Made Up (You Can Get It Girl),Instant Funk,18
1979,In The Navy,Village People,18
1979,Lonesome Loser,Little River Band,18
1979,Love Is The Answer,England Dan & John Ford Coley,18
1979,Mama Can't Buy You Love,Elton John,18
1979,Superman,Herbie Mann,18
1979,The Devil Went Down To Georgia,The Charlie Daniels Band,18
1979,What You Won't Do For Love,Bobby Caldwell,18
1979,After The Love Has Gone,"Earth, Wind & Fire",17
1979,I Do Love You,GQ,17
1979,Sail On,Commodores,17
1979,"So Good, So Right",Brenda Russell,17
1979,Suspicions,Eddie Rabbitt,17
1979,The Main Event/Fight,Barbra Streisand,17
1979,Where Were You When I Was Falling In Love,Lobo,17
1979,You Decorated My Life,Kenny Rogers,17
1979,You're Only Lonely,J.D. Souther,17
1979,(If Loving You Is Wrong) I Don't Want To Be Right,Barbara Mandrell,16
1979,Boogie Wonderland,"Earth, Wind & Fire with The Emotions",16
1979,Come To Me,France Joli,16
1979,Different Worlds,Maureen McGovern,16
1979,Don't Cry Out Loud,Melissa Manchester,16
1979,Every Time I Think Of You,The Babys,16
1979,Good Girls Don't,The Knack,16
1979,Goodnight Tonight,Wings,16
1979,I Don't Know If It's Right,"Evelyn ""Champagne"" King",16
1979,I Just Fall In Love Again,Anne Murray,16
1979,I Was Made For Lovin' You,KISS,16
1979,Livin' It Up (Friday Night),Bell & James,16
1979,Rainbow Connection,Kermit (Jim Henson),16
1979,She Believes In Me,Kenny Rogers,16
1979,Street Life,The Crusaders,16
1979,The Boss,Diana Ross,16
1979,You Take My Breath Away,Rex Smith,16
1979,"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer,15
1979,Broken Hearted Me,Anne Murray,15
1979,Chuck E.'s In Love,Rickie Lee Jones,15
1979,Cruel To Be Kind,Nick Lowe,15
1979,Dance The Night Away,Van Halen,15
1979,Don't Bring Me Down,Electric Light Orchestra,15
1979,Driver's Seat,Sniff 'n' the Tears,15
1979,Fire,The Pointer Sisters,15
1979,Hot Number,Foxy,15
1979,Hot Summer Nights,Night,15
1979,Is She Really Going Out With Him?,Joe Jackson,15
1979,Le Freak,Chic,15
1979,Let's Go,The Cars,15
1979,Love Ballad,George Benson,15
1979,Love Takes Time,Orleans,15
1979,Morning Dance,Spyro Gyra,15
1979,Please Don't Leave,Lauren Wood,15
1980,All Out Of Love,Air Supply,27
1980,Fame,Irene Cara,26
1980,Another Brick In The Wall (Part II),Pink Floyd,25
1980,Call Me,Blondie,25
1980,Cars,Gary Numan,25
1980,Drivin' My Life Away,Eddie Rabbitt,25
1980,Shining Star,The Manhattans,25
1980,The Rose,Bette Midler,25
1980,Upside Down,Diana Ross,25
1980,With You I'm Born Again,Billy Preston & Syreeta,25
1980,Funkytown,"Lipps, Inc.",23
1980,Give Me The Night,George Benson,23
1980,He's So Shy,The Pointer Sisters,23
1980,Let's Get Serious,Jermaine Jackson,23
1980,Lost In Love,Air Supply,23
1980,Magic,Olivia Newton-John,23
1980,Steal Away,Robbie Dupree,23
1980,Brass In Pocket (I'm Special),Pretenders,22
1980,I'm Alright,Kenny Loggins,22
1980,Jesse,Carly Simon,22
1980,"Working My Way Back To You/Forgive Me, Girl",The Spinners,22
1980,Coming Up (Live At Glasgow),Paul McCartney And Wings,21
1980,It's Still Rock And Roll To Me,Billy Joel,21
1980,Let Me Be Your Angel,Stacy Lattisaw,21
1980,Little Jeannie,Elton John,21
1980,Lookin' For Love,Johnny Lee,21
1980,Never Knew Love Like This Before,Stephanie Mills,21
1980,Ride Like The Wind,Christopher Cross,21
1980,Sailing,Christopher Cross,21
1980,Sexy Eyes,Dr. Hook,21
1980,Someone That I Used To Love,Natalie Cole,21
1980,Take Your Time (Do It Right) Part 1,The S.O.S. Band,21
1980,Another One Bites The Dust,Queen,20
1980,Crazy Little Thing Called Love,Queen,20
1980,Into The Night,Benny Mardones,20
1980,One In A Million You,Larry Graham,20
1980,Out Here On My Own,Irene Cara,20
1980,Biggest Part Of Me,Ambrosia,19
1980,Cupid/I've Loved You For A Long Time,The Spinners,19
1980,Don't Fall In Love With A Dreamer,Kenny Rogers With Kim Carnes,19
1980,Emotional Rescue,The Rolling Stones,19
1980,I Pledge My Love,Peaches & Herb,19
1980,Let My Love Open The Door,Pete Townshend,19
1980,Longer,Dan Fogelberg,19
1980,More Love,Kim Carnes,19
1980,Should've Never Let You Go,Neil Sedaka & Dara Sedaka,19
1980,Stomp!,The Brothers Johnson,19
1980,Switchin' To Glide/This Beat Goes On,The Kings,19
1980,The Second Time Around,Shalamar,19
1980,Tired Of Toein' The Line,Rocky Burnette,19
1980,Hot Rod Hearts,Robbie Dupree,18
1980,Misunderstanding,Genesis,18
1980,Special Lady,"Ray, Goodman & Brown",18
1980,Stand By Me,Mickey Gilley,18
1980,Too Hot,Kool & The Gang,18
1980,Whip It,Devo,18
1980,You're The Only Woman (You & I),Ambrosia,18
1980,Against The Wind,Bob Seger,17
1980,Him,Rupert Holmes,17
1980,I'm Coming Out,Diana Ross,17
1980,JoJo,Boz Scaggs,17
1980,Let Me Love You Tonight,Pure Prairie League,17
1980,Look What You've Done To Me,Boz Scaggs,17
1980,Off The Wall,Michael Jackson,17
1980,On The Radio,Donna Summer,17
1980,On The Road Again,Willie Nelson,17
1980,One Fine Day,Carole King,17
1980,Pilot Of The Airwaves,Charlie Dore,17
1980,Take A Little Rhythm,Ali Thomson,17
1980,Woman In Love,Barbra Streisand,17
1980,Wondering Where The Lions Are,Bruce Cockburn,17
1980,Xanadu,Olivia Newton-John And The Electric Light Orchestra,17
1980,All Night Long,Joe Walsh,16
1980,All Over The World,Electric Light Orchestra,16
1980,Boulevard,Jackson Browne,16
1980,Do That To Me One More Time,Captain & Tennille,16
1980,Dreaming,Cliff Richard,16
1980,Fire Lake,Bob Seger,16
1980,Give It All You Got,Chuck Mangione,16
1980,Heartbreaker,Pat Benatar,16
1980,How Do I Make You,Linda Ronstadt,16
1980,How Do I Survive,Amy Holland,16
1980,I Can't Tell You Why,Eagles,16
1980,Late In The Evening,Paul Simon,16
1980,Make A Little Magic,The Dirt Band,16
1980,No Night So Long,Dionne Warwick,16
1980,Old-Fashion Love,Commodores,16
1980,Real Love,The Doobie Brothers,16
1980,She's Out Of My Life,Michael Jackson,16
1980,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,16
1980,Three Times In Love,Tommy James,16
1980,Without Your Love,Roger Daltrey,16
1980,"Yes, I'm Ready",Teri DeSario With K.C.,16
1980,You Shook Me All Night Long,AC/DC,16
1980,You'll Accomp'ny Me,Bob Seger,16
1980,99,Toto,15
1980,An American Dream,The Dirt Band,15
1980,And The Beat Goes On,The Whispers,15
1980,Any Way You Want It,Journey,15
1980,Daydream Believer,Anne Murray,15
1981,Jessie's Girl,Rick Springfield,32
1981,A Woman Needs Love (Just Like You Do),Ray Parker Jr. & Raydio,27
1981,I Love You,Climax Blues Band,27
1981,Queen Of Hearts,Juice Newton,27
1981,Bette Davis Eyes,Kim Carnes,26
1981,"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,26
1981,Being With You,Smokey Robinson,25
1981,Endless Love,Diana Ross & Lionel Richie,25
1981,Just The Two Of Us,"Grover Washington, Jr. With Bill Withers",24
1981,Slow Hand,The Pointer Sisters,24
1981,Sukiyaki,A Taste Of Honey,24
1981,For Your Eyes Only,Sheena Easton,23
1981,How 'bout Us,Champaign,23
1981,Keep On Loving You,REO Speedwagon,23
1981,Kiss On My List,Daryl Hall John Oates,23
1981,The Breakup Song (They Don't Write 'Em),Greg Kihn Band,23
1981,Time,The Alan Parsons Project,23
1981,Urgent,Foreigner,23
1981,Angel Of The Morning,Juice Newton,22
1981,Elvira,The Oak Ridge Boys,22
1981,Feels So Right,Alabama,22
1981,Lady (You Bring Me Up),Commodores,22
1981,Somebody's Knockin',Terri Gibbs,22
1981,Step By Step,Eddie Rabbitt,22
1981,We're In This Love Together,Al Jarreau,22
1981,9 To 5,Dolly Parton,21
1981,Ain't Even Done With The Night,John Cougar,21
1981,Boy From New York City,The Manhattan Transfer,21
1981,Hearts,Marty Balin,21
1981,Medley,Stars On 45,21
1981,Morning Train (Nine To Five),Sheena Easton,21
1981,Stop Draggin' My Heart Around,Stevie Nicks With Tom Petty And The Heartbreakers,21
1981,Super Freak (Part I),Rick James,21
1981,Who's Crying Now,Journey,21
1981,You Make My Dreams,Daryl Hall John Oates,21
1981,(There's) No Gettin' Over Me,Ronnie Milsap,20
1981,Arthur's Theme (Best That You Can Do),Christopher Cross,20
1981,Celebration,Kool & The Gang,20
1981,I Love A Rainy Night,Eddie Rabbitt,20
1981,Just Once,Quincy Jones Featuring James Ingram,20
1981,Living Inside Myself,Gino Vannelli,20
1981,Rapture,Blondie,20
1981,Seven Year Ache,Rosanne Cash,20
1981,Some Days Are Diamonds (Some Days Are Stone),John Denver,20
1981,Sweet Baby,Stanley Clarke/George Duke,20
1981,Take It On The Run,REO Speedwagon,20
1981,The Stroke,Billy Squier,20
1981,The Winner Takes It All,ABBA,20
1981,What Are We Doin' In Love,Dottie West with Kenny Rogers,20
1981,When She Was My Girl,Four Tops,20
1981,Woman,John Lennon,20
1981,A Little In Love,Cliff Richard,19
1981,Double Dutch Bus,Frankie Smith,19
1981,Games People Play,The Alan Parsons Project,19
1981,Hold On Tight,Electric Light Orchestra,19
1981,I've Done Everything For You,Rick Springfield,19
1981,It's Now Or Never,John Schneider,19
1981,"She's A Bad Mama Jama (She's Built, She's Stacked)",Carl Carlton,19
1981,Start Me Up,The Rolling Stones,19
1981,Sweetheart,Franke & The Knockouts,19
1981,The Best Of Times,Styx,19
1981,The Night Owls,Little River Band,19
1981,The One That You Love,Air Supply,19
1981,The Theme From Hill Street Blues,Mike Post featuring Larry Carlton,19
1981,The Tide Is High,Blondie,19
1981,Too Much Time On My Hands,Styx,19
1981,Crying,Don McLean,18
1981,Don't Stand So Close To Me,The Police,18
1981,Hard To Say,Dan Fogelberg,18
1981,I Could Never Miss You (More Than I Do),Lulu,18
1981,I Don't Need You,Kenny Rogers,18
1981,Modern Girl,Sheena Easton,18
1981,Our Lips Are Sealed,Go-Go's,18
1981,Private Eyes,Daryl Hall John Oates,18
1981,The Beach Boys Medley,The Beach Boys,18
1981,This Little Girl,Gary U.S. Bonds,18
1981,Treat Me Right,Pat Benatar,18
1981,While You See A Chance,Steve Winwood,18
1981,Winning,Santana,18
1981,America,Neil Diamond,17
1981,Breaking Away,Balance,17
1981,Cool Love,Pablo Cruise,17
1981,Heavy Metal (Takin' A Ride),Don Felder,17
1981,Hold On Loosely,38 Special,17
1981,I Can't Stand It,Eric Clapton And His Band,17
1981,In The Air Tonight,Phil Collins,17
1981,Love On A Two Way Street,Stacy Lattisaw,17
1981,Really Wanna Know You,Gary Wright,17
1981,The Voice,The Moody Blues,17
1981,Turn Me Loose,Loverboy,17
1981,Wasn't That A Party,The Rovers,17
1981,Watching The Wheels,John Lennon,17
1981,All Those Years Ago,George Harrison,16
1981,Don't Stop The Music,Yarbrough & Peoples,16
1981,Fool In Love With You,Jim Photoglo,16
1981,General Hospi-tale,The Afternoon Delights,16
1981,Hello Again,Neil Diamond,16
1981,I Ain't Gonna Stand For It,Stevie Wonder,16
1981,I Missed Again,Phil Collins,16
1981,Is It You,Lee Ritenour,16
1982,Tainted Love,Soft Cell,43
1982,Don't You Want Me,The Human League,28
1982,Hurts So Good,John Cougar,28
1982,867-5309/jenny,Tommy Tutone,27
1982,Abracadabra,The Steve Miller Band,25
1982,Chariots Of Fire - Titles,Vangelis,25
1982,Eye In The Sky,The Alan Parsons Project,25
1982,Eye Of The Tiger,Survivor,25
1982,Gloria,Laura Branigan,25
1982,Who Can It Be Now?,Men At Work,25
1982,You Should Hear How She Talks About You,Melissa Manchester,25
1982,Hard To Say I'm Sorry,Chicago,24
1982,Always On My Mind,Willie Nelson,23
1982,Let It Whip,Dazz Band,23
1982,Only The Lonely,The Motels,23
1982,Rosanna,Toto,23
1982,I Ran (So Far Away),A Flock Of Seagulls,22
1982,Jack & Diane,John Cougar,22
1982,Key Largo,Bertie Higgins,22
1982,Don't Talk To Strangers,Rick Springfield,21
1982,Making Love,Roberta Flack,21
1982,The Other Woman,Ray Parker Jr.,21
1982,'65 Love Affair,Paul Davis,20
1982,I Love Rock 'N Roll,Joan Jett & the Blackhearts,20
1982,I've Never Been To Me,Charlene,20
1982,What's Forever For,Michael Murphey,20
1982,You Can Do Magic,America,20
1982,Ebony And Ivory,Paul McCartney And Stevie Wonder,19
1982,I Keep Forgettin' (Every Time You're Near),Michael McDonald,19
1982,One Hundred Ways,Quincy Jones Featuring James Ingram,19
1982,Pac-Man Fever,Buckner & Garcia,19
1982,Somebody's Baby,Jackson Browne,19
1982,Steppin' Out,Joe Jackson,19
1982,Up Where We Belong,Joe Cocker And Jennifer Warnes,19
1982,We Got The Beat,Go-Go's,19
1982,Blue Eyes,Elton John,18
1982,Even The Nights Are Better,Air Supply,18
1982,Heat Of The Moment,Asia,18
1982,Kids In America,Kim Wilde,18
1982,Love Is In Control (Finger On The Trigger),Donna Summer,18
1982,Nobody,Sylvia,18
1982,Open Arms,Journey,18
1982,Personally,Karla Bonoff,18
1982,That Girl,Stevie Wonder,18
1982,You Don't Want Me Anymore,Steel Breeze,18
1982,Break It To Me Gently,Juice Newton,17
1982,Caught Up In You,38 Special,17
1982,Centerfold,The J. Geils Band,17
1982,Do You Believe In Love,Huey Lewis & The News,17
1982,Empty Garden (Hey Hey Johnny),Elton John,17
1982,Genius Of Love,Tom Tom Club,17
1982,Get Down On It,Kool & The Gang,17
1982,Heart Attack,Olivia Newton-John,17
1982,Hold Me,Fleetwood Mac,17
1982,Hot In The City,Billy Idol,17
1982,It's Gonna Take A Miracle,Deniece Williams,17
1982,Love Plus One,Haircut One Hundred,17
1982,Love Will Turn You Around,Kenny Rogers,17
1982,Love's Been A Little Bit Hard On Me,Juice Newton,17
1982,Mickey,Toni Basil,17
1982,Sweet Dreams,Air Supply,17
1982,The One You Love,Glenn Frey,17
1982,Theme From Magnum P.i.,Mike Post,17
1982,Think I'm In Love,Eddie Money,17
1982,(oh) Pretty Woman,Van Halen,16
1982,Any Day Now,Ronnie Milsap,16
1982,Did It In A Minute,Daryl Hall John Oates,16
1982,Fantasy,Aldo Nova,16
1982,Forget Me Nots,Patrice Rushen,16
1982,Freeze-frame,The J. Geils Band,16
1982,Goin' Down,Greg Guidry,16
1982,Heartlight,Neil Diamond,16
1982,If The Love Fits Wear It,Leslie Pearl,16
1982,Keep The Fire Burnin',REO Speedwagon,16
1982,Love Come Down,Evelyn King,16
1982,Man On Your Mind,Little River Band,16
1982,Out Of Work,Gary U.S. Bonds,16
1982,Shake It Up,The Cars,16
1982,Should I Do It,The Pointer Sisters,16
1982,Take It Away,Paul McCartney,16
1982,The Look Of Love (Part One),ABC,16
1982,A Penny For Your Thoughts,Tavares,15
1982,"Baby, Come To Me",Patti Austin A Duet With James Ingram,15
1982,Crimson And Clover,Joan Jett & the Blackhearts,15
1982,I Really Don't Need No Light,Jeffrey Osborne,15
1982,I'm So Excited,The Pointer Sisters,15
1982,Leader Of The Band,Dan Fogelberg,15
1982,Let Me Tickle Your Fancy,Jermaine Jackson,15
1982,My Guy,Sister Sledge,15
1982,Play The Game Tonight,Kansas,15
1982,Rock This Town,Stray Cats,15
1982,Southern Cross,"Crosby, Stills & Nash",15
1982,Take It Easy On Me,Little River Band,15
1982,Wasted On The Way,"Crosby, Stills & Nash",15
1982,What About Me,Moving Pictures,15
1982,When He Shines,Sheena Easton,15
1982,When It's Over,Loverboy,15
1982,Without You (Not Another Lonely Night),Franke & The Knockouts,15
1982,American Heartbeat,Survivor,14
1982,American Music,The Pointer Sisters,14
1983,Sweet Dreams (Are Made Of This),Eurythmics,26
1983,"Tonight, I Celebrate My Love",Peabo Bryson/Roberta Flack,26
1983,Beat It,Michael Jackson,25
1983,Flashdance...What A Feeling,Irene Cara,25
1983,Total Eclipse Of The Heart,Bonnie Tyler,25
1983,Billie Jean,Michael Jackson,24
1983,The Safety Dance,Men Without Hats,24
1983,Come On Eileen,Dexys Midnight Runners,23
1983,Making Love Out Of Nothing At All,Air Supply,23
1983,Never Gonna Let You Go,Sergio Mendes,23
1983,Always Something There To Remind Me,Naked Eyes,22
1983,Electric Avenue,Eddy Grant,22
1983,Every Breath You Take,The Police,22
1983,Hungry Like The Wolf,Duran Duran,22
1983,Jeopardy,Greg Kihn Band,22
1983,Little Red Corvette,Prince,22
1983,Maniac,Michael Sembello,22
1983,She Blinded Me With Science,Thomas Dolby,22
1983,Twilight Zone,Golden Earring,22
1983,Back On The Chain Gang,Pretenders,21
1983,Der Kommissar,After The Fire,21
1983,Do You Really Want To Hurt Me,Culture Club,21
1983,I Know There's Something Going On,Frida,21
1983,Puttin' On The Ritz,Taco,21
1983,She Works Hard For The Money,Donna Summer,21
1983,(Keep Feeling) Fascination,The Human League,20
1983,Burning Down The House,Talking Heads,20
1983,Dead Giveaway,Shalamar,20
1983,How Am I Supposed To Live Without You,Laura Branigan,20
1983,It Might Be You,Stephen Bishop,20
1983,Let's Dance,David Bowie,20
1983,"Promises, Promises",Naked Eyes,20
1983,She's A Beauty,The Tubes,20
1983,Telefone (long Distance Love Affair),Sheena Easton,20
1983,Try Again,Champaign,20
1983,All This Love,Debarge,19
1983,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,19
1983,One Thing Leads To Another,The Fixx,19
1983,Our House,Madness,19
1983,Shame On The Moon,Bob Seger & The Silver Bullet Band,19
1983,Stand Back,Stevie Nicks,19
1983,Straight From The Heart,Bryan Adams,19
1983,Too Shy,Kajagoogoo,19
1983,1999,Prince,18
1983,Affair Of The Heart,Rick Springfield,18
1983,China Girl,David Bowie,18
1983,Delirious,Prince,18
1983,Mr. Roboto,Styx,18
1983,One On One,Daryl Hall John Oates,18
1983,Stray Cat Strut,Stray Cats,18
1983,Suddenly Last Summer,The Motels,18
1983,Tell Her About It,Billy Joel,18
1983,Time (Clock Of The Heart),Culture Club,18
1983,True,Spandau Ballet,18
1983,We've Got Tonight,Kenny Rogers And Sheena Easton,18
1983,You Are,Lionel Richie,18
1983,Allentown,Billy Joel,17
1983,"Baby, Come To Me",Patti Austin A Duet With James Ingram,17
1983,Come Dancing,The Kinks,17
1983,Down Under,Men At Work,17
1983,Heart And Soul,Huey Lewis & The News,17
1983,How Do You Keep The Music Playing,James Ingram And Patti Austin,17
1983,I Like It,Debarge,17
1983,I Won't Hold You Back,Toto,17
1983,Is There Something I Should Know,Duran Duran,17
1983,Photograph,Def Leppard,17
1983,Separate Ways (Worlds Apart),Journey,17
1983,Solitaire,Laura Branigan,17
1983,You And I,Eddie Rabbitt With Crystal Gayle,17
1983,All Night Long (All Night),Lionel Richie,16
1983,All Right,Christopher Cross,16
1983,Big Log,Robert Plant,16
1983,Break My Stride,Matthew Wilder,16
1983,Breaking Us In Two,Joe Jackson,16
1983,Cum On Feel The Noize,Quiet Riot,16
1983,Don't Let It End,Styx,16
1983,Faithfully,Journey,16
1983,Fall In Love With Me,"Earth, Wind & Fire",16
1983,Family Man,Daryl Hall John Oates,16
1983,Far From Over,Frank Stallone,16
1983,Hold Me 'til The Mornin' Comes,Paul Anka,16
1983,Hot Girls In Love,Loverboy,16
1983,I'll Tumble 4 Ya,Culture Club,16
1983,I'm Still Standing,Elton John,16
1983,I've Got A Rock N' Roll Heart,Eric Clapton,16
1983,King Of Pain,The Police,16
1983,Lies,Thompson Twins,16
1983,Make Love Stay,Dan Fogelberg,16
1983,Miracles,Stacy Lattisaw,16
1983,My Love,Lionel Richie,16
1983,Overkill,Men At Work,16
1983,Saved By Zero,The Fixx,16
1983,Some Kind Of Friend,Barry Manilow,16
1983,Stranger In My House,Ronnie Milsap,16
1983,Take Me To Heart,Quarterflash,16
1983,Your Love Is Driving Me Crazy,Sammy Hagar,16
1983,(she's) Sexy + 17,Stray Cats,15
1983,Can't Shake Loose,Agnetha Faltskog,15
1983,Human Touch,Rick Springfield,15
1983,It's A Mistake,Men At Work,15
1984,Borderline,Madonna,30
1984,What's Love Got To Do With It,Tina Turner,28
1984,The Glamorous Life,Sheila E.,26
1984,I Can Dream About You,Dan Hartman,25
1984,If Ever You're In My Arms Again,Peabo Bryson,25
1984,Self Control,Laura Branigan,25
1984,Against All Odds (Take A Look At Me Now),Phil Collins,24
1984,Hello,Lionel Richie,24
1984,Jump (for My Love),The Pointer Sisters,24
1984,Missing You,John Waite,24
1984,Sister Christian,Night Ranger,24
1984,Footloose,Kenny Loggins,23
1984,Sunglasses At Night,Corey Hart,23
1984,Dance Hall Days,Wang Chung,22
1984,Eyes Without A Face,Billy Idol,22
1984,Girls Just Want To Have Fun,Cyndi Lauper,22
